Rank;Polish;Croatian;PartOfSpeech;Grammar;ExampleCroatian;ExamplePolish;FalseFriend;FalseFriendNote;Tags
738;chodzić na spacer;šetati;verb;1. os.: šetam;Šetamo uz obalu.;Spacerujemy wzdłuż wybrzeża.;NO;;HR_0501_1000 verb
739;tańczyć;plesati;verb;1. os.: plešem;Plesali su do jutra.;Tańczyli do rana.;NO;;HR_0501_1000 verb
740;śpiewać;pjevati;verb;1. os.: pjevam;Pjeva u zboru.;Śpiewa w chórze.;NO;;HR_0501_1000 verb
741;piosenka;pjesma;noun;rodzaj żeński - znaczy też wiersz;Ova pjesma mi je draga.;Ta piosenka jest mi bliska.;NO;;HR_0501_1000 noun media
742;koncert;koncert;noun;rodzaj męski;Koncert je na otvorenom.;Koncert jest na otwartym powietrzu.;NO;;HR_0501_1000 noun media
743;teatr;kazalište;noun;rodzaj nijaki - nie teatar;Idemo u kazalište u subotu.;Idziemy do teatru w sobotę.;NO;;HR_0501_1000 noun media
744;kino;kino;noun;rodzaj nijaki - gen. kina;U kinu daju novi film.;W kinie dają nowy film.;NO;;HR_0501_1000 noun media
745;muzeum;muzej;noun;rodzaj męski - mn. muzeji;Muzej je besplatan srijedom.;Muzeum jest bezpłatne w środy.;NO;;HR_0501_1000 noun travel
746;wystawa;izložba;noun;rodzaj żeński;Izložba traje do svibnja.;Wystawa trwa do maja.;NO;;HR_0501_1000 noun media
747;biblioteka;knjižnica;noun;rodzaj żeński - nie biblioteka;Učim u knjižnici.;Uczę się w bibliotece.;NO;;HR_0501_1000 noun
748;historia (dziejowa);povijest;noun;rodzaj żeński - nie istorija;Povijest ovog grada je burna.;Historia tego miasta jest burzliwa.;NO;;HR_0501_1000 noun
749;historia (opowieść);priča;noun;rodzaj żeński;Ispričao nam je dugu priču.;Opowiedział nam długą historię.;NO;;HR_0501_1000 noun conversation
750;opowiadać;pričati;verb;1. os.: pričam - znaczy też rozmawiać;Pričaj mi o tom putovanju.;Opowiedz mi o tej podróży.;NO;;HR_0501_1000 verb conversation
751;wspominać (mówić o);spomenuti;verb;1. os.: spomenem;Spomenuo je tvoje ime.;Wspomniał twoje imię.;NO;;HR_0501_1000 verb conversation
752;powtarzać;ponoviti;verb;1. os.: ponovim;Možeš li ponoviti pitanje?;Możesz powtórzyć pytanie?;NO;;HR_0501_1000 verb conversation
753;liczyć;računati;verb;1. os.: računam - znaczy też polegać;Računam na tebe.;Liczę na ciebie.;NO;;HR_0501_1000 verb
754;mierzyć;mjeriti;verb;1. os.: mjerim;Mjerim temperaturu djetetu.;Mierzę dziecku temperaturę.;NO;;HR_0501_1000 verb
755;ważyć;težiti;verb;1. os.: težim;Kofer teži dvadeset kila.;Walizka waży dwadzieścia kilo.;NO;;HR_0501_1000 verb travel
756;kilogram;kilogram;noun;rodzaj męski - potocznie kila;Uzmi kilogram krumpira.;Weź kilogram ziemniaków.;NO;;HR_0501_1000 noun shopping numbers
757;litr;litra;noun;rodzaj żeński;Kupi dvije litre mlijeka.;Kup dwa litry mleka.;NO;;HR_0501_1000 noun shopping numbers
758;połowa;polovica;noun;rodzaj żeński;Polovica ljudi nije došla.;Połowa ludzi nie przyszła.;NO;;HR_0501_1000 noun numbers
759;procent;posto;numeral;nieodmienne - też: procent;Dobio sam deset posto popusta.;Dostałem dziesięć procent zniżki.;NO;;HR_0501_1000 numbers shopping
760;suma;iznos;noun;rodzaj męski;Iznos je već plaćen.;Suma jest już zapłacona.;NO;;HR_0501_1000 noun work shopping
761;kredyt;kredit;noun;rodzaj męski;Uzeli su kredit za stan.;Wzięli kredyt na mieszkanie.;NO;;HR_0501_1000 noun work
762;dług;dug;noun;rodzaj męski - mn. dugovi;Vratio je cijeli dug.;Zwrócił cały dług.;NO;;HR_0501_1000 noun work
763;ubezpieczenie;osiguranje;noun;rodzaj nijaki;Osiguranje pokriva lijekove.;Ubezpieczenie pokrywa lekarstwa.;NO;;HR_0501_1000 noun work travel
764;wypłata z bankomatu;podizanje novca;phrase;bankomat bankomat;Podignuo sam novac na bankomatu.;Wyjąłem pieniądze z bankomatu.;NO;;HR_0501_1000 shopping
765;waluta;valuta;noun;rodzaj żeński;U Hrvatskoj je valuta euro.;W Chorwacji walutą jest euro.;NO;;HR_0501_1000 noun shopping travel
766;drogi (bliski);drag;adjective;ž. draga - komp. draži;Ona mi je vrlo draga.;Ona jest mi bardzo droga.;YES;drag znaczy drogi w sensie bliski - kosztowny to skup;HR_0501_1000 adjective emotions
767;miły;ljubazan;adjective;ž. ljubazna;Osoblje je bilo ljubazno.;Personel był miły.;NO;;HR_0501_1000 adjective people
768;niemiły;neljubazan;adjective;ž. neljubazna;Prodavačica je bila neljubazna.;Sprzedawczyni była niemiła.;NO;;HR_0501_1000 adjective people
769;mądry;pametan;adjective;ž. pametna;To je bila pametna odluka.;To była mądra decyzja.;NO;;HR_0501_1000 adjective people
770;głupi;glup;adjective;ž. glupa;Bila je to glupa greška.;To był głupi błąd.;NO;;HR_0501_1000 adjective
771;zabawny;smiješan;adjective;ž. smiješna - znaczy też śmieszny;Film je bio jako smiješan.;Film był bardzo zabawny.;NO;;HR_0501_1000 adjective media
772;poważny;ozbiljan;adjective;ž. ozbiljna;Ovo je ozbiljan problem.;To poważny problem.;NO;;HR_0501_1000 adjective
773;spokojny;miran;adjective;ž. mirna;Kvart je noću miran.;Dzielnica jest w nocy spokojna.;NO;;HR_0501_1000 adjective home
774;nerwowy;nervozan;adjective;ž. nervozna;Nervozan sam prije ispita.;Jestem nerwowy przed egzaminem.;NO;;HR_0501_1000 adjective emotions
775;leniwy;lijen;adjective;ž. lijena;Danas sam totalno lijen.;Dzisiaj jestem całkowicie leniwy.;NO;;HR_0501_1000 adjective
776;pracowity;radišan;adjective;też: vrijedan;Ona je vrlo vrijedna radnica.;Ona jest bardzo pracowitą pracownicą.;NO;;HR_0501_1000 adjective work
777;uczciwy;pošten;adjective;ž. poštena;On je pošten čovjek.;On jest uczciwym człowiekiem.;NO;;HR_0501_1000 adjective people
778;odważny;hrabar;adjective;ž. hrabra;Bila je hrabra u toj situaciji.;Była odważna w tej sytuacji.;NO;;HR_0501_1000 adjective people
779;nieśmiały;sramežljiv;adjective;ž. sramežljiva;Dijete je sramežljivo pred strancima.;Dziecko jest nieśmiałe przy obcych.;NO;;HR_0501_1000 adjective people
780;wesoły;veseo;adjective;ž. vesela;Uvijek je veseo na poslu.;Zawsze jest wesoły w pracy.;NO;;HR_0501_1000 adjective emotions
781;zdenerwowany;uzrujan;adjective;ž. uzrujana;Bio je uzrujan zbog vijesti.;Był zdenerwowany z powodu wiadomości.;NO;;HR_0501_1000 adjective emotions
782;zaskoczony;iznenađen;adjective;ž. iznenađena;Bio sam iznenađen njegovom reakcijom.;Byłem zaskoczony jego reakcją.;NO;;HR_0501_1000 adjective emotions
783;zdziwiony;začuđen;adjective;ž. začuđena;Gledala me začuđeno.;Patrzyła na mnie zdziwiona.;NO;;HR_0501_1000 adjective emotions
784;zakochany;zaljubljen;adjective;ž. zaljubljena - u koga: ak.;Zaljubljen je u nju godinama.;Jest w niej zakochany od lat.;NO;;HR_0501_1000 adjective emotions
785;samotny;sam;adjective;ž. sama - też: usamljen;Osjeća se usamljeno u novom gradu.;Czuje się samotnie w nowym mieście.;NO;;HR_0501_1000 adjective emotions
786;czuć się;osjećati se;verb;1. os.: osjećam se;Osjećam se bolje danas.;Czuję się dzisiaj lepiej.;NO;;HR_0501_1000 verb emotions
787;uczucie;osjećaj;noun;rodzaj męski - mn. osjećaji;Imam čudan osjećaj u vezi toga.;Mam dziwne uczucie w tej sprawie.;NO;;HR_0501_1000 noun emotions
788;nastrój;raspoloženje;noun;rodzaj nijaki;Nisam u dobrom raspoloženju.;Nie jestem w dobrym nastroju.;NO;;HR_0501_1000 noun emotions
789;charakter;karakter;noun;rodzaj męski;Ima jak karakter.;Ma silny charakter.;NO;;HR_0501_1000 noun people
790;zachowanie;ponašanje;noun;rodzaj nijaki;Njegovo ponašanje me iznenadilo.;Jego zachowanie mnie zaskoczyło.;NO;;HR_0501_1000 noun people
791;zwyczaj;običaj;noun;rodzaj męski - mn. običaji;To je stari lokalni običaj.;To stary miejscowy zwyczaj.;NO;;HR_0501_1000 noun
792;kultura;kultura;noun;rodzaj żeński;Kultura je ovdje drukčija.;Kultura jest tu inna.;NO;;HR_0501_1000 noun
793;religia;vjera;noun;rodzaj żeński - znaczy też wiara i zaufanie;Vjera im je važna.;Religia jest dla nich ważna.;NO;;HR_0501_1000 noun
794;polityka;politika;noun;rodzaj żeński;O politici ne razgovaramo.;O polityce nie rozmawiamy.;NO;;HR_0501_1000 noun media
795;rząd;vlada;noun;rodzaj żeński;Vlada je donijela novi zakon.;Rząd uchwalił nową ustawę.;NO;;HR_0501_1000 noun media
796;ustawa;zakon;noun;rodzaj męski - mn. zakoni - znaczy też prawo;Novi zakon stupa na snagu.;Nowa ustawa wchodzi w życie.;NO;;HR_0501_1000 noun
797;wybory;izbori;noun;rodzaj męski mn.;Izbori su u prosincu.;Wybory są w grudniu.;NO;;HR_0501_1000 noun media
798;wojna;rat;noun;rodzaj męski - mn. ratovi;Rat je ostavio duboke tragove.;Wojna zostawiła głębokie ślady.;NO;;HR_0501_1000 noun
799;pokój (brak wojny);mir;noun;rodzaj męski;Svi žele mir.;Wszyscy chcą pokoju.;NO;;HR_0501_1000 noun
800;gospodarka;gospodarstvo;noun;rodzaj nijaki - nie ekonomija w tym znaczeniu;Gospodarstvo raste polako.;Gospodarka rośnie powoli.;NO;;HR_0501_1000 noun media
801;cena wzrosła;cijena je porasla;phrase;porasti - porastem;Cijene su porasle ovog ljeta.;Ceny wzrosły tego lata.;NO;;HR_0501_1000 shopping media
802;rosnąć;rasti;verb;1. os.: rastem;Djeca rastu prebrzo.;Dzieci rosną za szybko.;NO;;HR_0501_1000 verb
803;spadać;padati;verb;1. os.: padam - znaczy też o deszczu;Temperature padaju navečer.;Temperatury spadają wieczorem.;NO;;HR_0501_1000 verb
804;zwiększać;povećati;verb;1. os.: povećam;Povećali su cijene goriva.;Zwiększyli ceny paliwa.;NO;;HR_0501_1000 verb work
805;zmniejszać;smanjiti;verb;1. os.: smanjim;Moramo smanjiti troškove.;Musimy zmniejszyć koszty.;NO;;HR_0501_1000 verb work
806;koszt;trošak;noun;rodzaj męski - gen. troška - mn. troškovi;Troškovi su previsoki.;Koszty są za wysokie.;NO;;HR_0501_1000 noun work
807;dochód;prihod;noun;rodzaj męski - mn. prihodi;Prihodi su ovaj mjesec bolji.;Dochody są w tym miesiącu lepsze.;NO;;HR_0501_1000 noun work
808;rynek (ekonomia);tržište;noun;rodzaj nijaki;Tržište se brzo mijenja.;Rynek szybko się zmienia.;NO;;HR_0501_1000 noun work
809;towar;roba;noun;rodzaj żeński;Roba još nije došla.;Towar jeszcze nie przyszedł.;NO;;HR_0501_1000 noun work shopping
810;usługa;usluga;noun;rodzaj żeński - znaczy też przysługa;Usluga je bila odlična.;Usługa była znakomita.;NO;;HR_0501_1000 noun work
811;jakość;kvaliteta;noun;rodzaj żeński;Kvaliteta je važnija od cijene.;Jakość jest ważniejsza od ceny.;NO;;HR_0501_1000 noun shopping
812;ilość;količina;noun;rodzaj żeński;Količina je premala.;Ilość jest za mała.;NO;;HR_0501_1000 noun numbers
813;pojemnik;posuda;noun;rodzaj żeński;Stavi ostatak u posudu.;Włóż resztę do pojemnika.;NO;;HR_0501_1000 noun home
814;śmieci;smeće;noun;rodzaj nijaki - zbiorowe;Iznesi smeće molim te.;Wynieś śmieci proszę.;NO;;HR_0501_1000 noun home
815;papier;papir;noun;rodzaj męski - mn. papiri;Trebam list papira.;Potrzebuję kartki papieru.;NO;;HR_0501_1000 noun work
816;ołówek;olovka;noun;rodzaj żeński - też pióro: kemijska;Posudi mi olovku.;Pożycz mi ołówek.;NO;;HR_0501_1000 noun work
817;zeszyt;bilježnica;noun;rodzaj żeński;Zapisao sam to u bilježnicu.;Zapisałem to w zeszycie.;NO;;HR_0501_1000 noun
818;zapisywać;zapisati;verb;1. os.: zapišem;Zapiši moj broj.;Zapisz mój numer.;NO;;HR_0501_1000 verb conversation
819;drukować;ispisati;verb;częściej: printati - 1. os.: printam;Moram isprintati ugovor.;Muszę wydrukować umowę.;NO;;HR_0501_1000 verb work
820;klawiatura;tipkovnica;noun;rodzaj żeński - nie tastatura;Tipkovnica mi je pokvarena.;Klawiatura mi się zepsuła.;NO;;HR_0501_1000 noun work
821;ekran;ekran;noun;rodzaj męski - mn. ekrani;Ekran je previše svijetao.;Ekran jest za jasny.;NO;;HR_0501_1000 noun work
822;plik;datoteka;noun;rodzaj żeński;Pošalji mi tu datoteku.;Wyślij mi ten plik.;NO;;HR_0501_1000 noun work
823;hasło (do konta);lozinka;noun;rodzaj żeński;Zaboravio sam lozinku.;Zapomniałem hasła.;NO;;HR_0501_1000 noun work
824;strona internetowa;web stranica;noun;rodzaj żeński;Web stranica ne radi.;Strona internetowa nie działa.;NO;;HR_0501_1000 noun media
825;aplikacja;aplikacija;noun;rodzaj żeński;Skini aplikaciju za karte.;Ściągnij aplikację do biletów.;NO;;HR_0501_1000 noun media
826;pobierać (plik);skinuti;verb;1. os.: skinem - też: preuzeti;Skini račun s maila.;Ściągnij rachunek z maila.;NO;;HR_0501_1000 verb work
827;łączyć się;spojiti se;verb;1. os.: spojim se - na Wi-Fi;Ne mogu se spojiti na mrežu.;Nie mogę połączyć się z siecią.;NO;;HR_0501_1000 verb media
828;sieć;mreža;noun;rodzaj żeński;Mreža je preslaba u sobi.;Sieć jest za słaba w pokoju.;NO;;HR_0501_1000 noun media
829;ładowarka;punjač;noun;rodzaj męski - mn. punjači;Punjač mi je ostao u hotelu.;Ładowarka została mi w hotelu.;NO;;HR_0501_1000 noun travel
830;bateria;baterija;noun;rodzaj żeński;Baterija je skoro prazna.;Bateria jest prawie pusta.;NO;;HR_0501_1000 noun
831;dzwonić (telefonicznie);telefonirati;verb;częściej: zvati - 1. os.: zovem;Zvao sam te tri puta.;Dzwoniłem do ciebie trzy razy.;NO;;HR_0501_1000 verb conversation
832;odbierać telefon;odgovoriti na poziv;phrase;potocznie: javiti se;Javi se telefon zvoni.;Odbierz telefon dzwoni.;NO;;HR_0501_1000 conversation
833;rozmowa;razgovor;noun;rodzaj męski - mn. razgovori;Bio je to dug razgovor.;To była długa rozmowa.;NO;;HR_0501_1000 noun conversation
834;kłótnia;svađa;noun;rodzaj żeński;Svađa je bila oko novca.;Kłótnia była o pieniądze.;NO;;HR_0501_1000 noun people
835;kłócić się;svađati se;verb;1. os.: svađam se - s kim;Svađaju se stalno.;Kłócą się ciągle.;NO;;HR_0501_1000 verb people
836;przepraszać kogoś;izviniti se;verb;standard: izvinuti se lub oprostiti - potocznie izvinite;Trebao bi mu se izviniti.;Powinieneś go przeprosić.;NO;;HR_0501_1000 verb conversation
837;wybaczać;oprostiti;verb;1. os.: oprostim - komu: dat.;Oprosti mi zbog jučer.;Wybacz mi za wczoraj.;NO;;HR_0501_1000 verb emotions
838;dogadywać się;slagati se;verb;1. os.: slažem se - s kim;Slažemo se dobro s njima.;Dogadujemy się z nimi dobrze.;NO;;HR_0501_1000 verb people
839;pomagać sobie wzajemnie;pomagati si;phrase;pomagati - pomažem;Susjedi si pomažu.;Sąsiedzi pomagają sobie.;NO;;HR_0501_1000 people
840;wspólnie;zajednički;adverb;też: zajedno;Odlučili smo zajednički.;Zdecydowaliśmy wspólnie.;NO;;HR_0501_1000 adverb
841;osobno;odvojeno;adverb;;Platit ćemo odvojeno.;Zapłacimy osobno.;NO;;HR_0501_1000 adverb shopping
842;razem z kimś;zajedno s;phrase;+ instrumental;Idem zajedno s bratom.;Idę razem z bratem.;NO;;HR_0501_1000 conversation
843;bez kogoś;bez;preposition;+ genitiv;Otišli su bez nas.;Poszli bez nas.;NO;;HR_0501_1000 preposition
844;przeciw;protiv;preposition;+ genitiv;Ja sam protiv toga.;Jestem temu przeciwny.;NO;;HR_0501_1000 preposition opinions
845;dzięki (komuś);zahvaljujući;preposition;+ dativ;Zahvaljujući tebi uspjeli smo.;Dzięki tobie się udało.;NO;;HR_0501_1000 preposition
846;z powodu;zbog;preposition;+ genitiv;Kasnimo zbog prometa.;Spóźniamy się z powodu ruchu.;NO;;HR_0501_1000 preposition
847;ruch (uliczny);promet;noun;rodzaj męski;Promet je jutros gust.;Ruch jest dziś rano gęsty.;NO;;HR_0501_1000 noun transportation
848;podczas;tijekom;preposition;+ genitiv - też: za vrijeme;Tijekom ljeta radim manje.;Podczas lata pracuję mniej.;NO;;HR_0501_1000 preposition time
849;aż do;do;preposition;+ genitiv;Radim do pet.;Pracuję aż do piątej.;NO;;HR_0501_1000 preposition time
850;od kiedy;od kada;phrase;;Od kada si u Zagrebu?;Od kiedy jesteś w Zagrzebiu?;NO;;HR_0501_1000 questions time
851;jak długo;koliko dugo;phrase;;Koliko dugo traje put?;Jak długo trwa droga?;NO;;HR_0501_1000 questions travel
852;jak często;koliko često;phrase;;Koliko često idete na more?;Jak często jeździcie nad morze?;NO;;HR_0501_1000 questions time
853;dlaczego nie;zašto ne;phrase;;Zašto ne bismo probali?;Dlaczego nie spróbowalibyśmy?;NO;;HR_0501_1000 questions conversation
854;na pewno;sigurno;adverb;;Sigurno će zvati sutra.;Na pewno zadzwoni jutro.;NO;;HR_0501_1000 adverb opinions
855;prawdopodobnie;vjerojatno;adverb;nie verovatno;Vjerojatno ćemo kasniti.;Prawdopodobnie się spóźnimy.;NO;;HR_0501_1000 adverb opinions
856;w ogóle;uopće;adverb;nie uopšte;To me uopće ne zanima.;To mnie w ogóle nie interesuje.;NO;;HR_0501_1000 adverb conversation
857;wcale nie;nikako;adverb;;Nikako ne mogu shvatiti.;Wcale nie mogę pojąć.;NO;;HR_0501_1000 adverb
858;prawie;gotovo;adverb;też: skoro;Gotovo smo završili.;Prawie skończyliśmy.;NO;;HR_0501_1000 adverb
859;dokładnie;točno;adverb;nie tačno;Točno to sam mislio.;Dokładnie to miałem na myśli.;NO;;HR_0501_1000 adverb conversation
860;mniej więcej;približno;adverb;potocznie: otprilike;Otprilike deset kilometara.;Mniej więcej dziesięć kilometrów.;NO;;HR_0501_1000 adverb numbers
861;szczególnie;posebno;adverb;;Posebno mi se svidjela hrana.;Szczególnie podobało mi się jedzenie.;NO;;HR_0501_1000 adverb opinions
862;zwłaszcza;naročito;adverb;;Naročito ljeti je prepuno.;Zwłaszcza latem jest przepełnione.;NO;;HR_0501_1000 adverb
863;zwykle;obično;adverb;;Obično ustajem u šest.;Zwykle wstaję o szóstej.;NO;;HR_0501_1000 adverb time
864;na przykład;na primjer;phrase;skrót: npr.;Na primjer možemo ići vlakom.;Na przykład możemy jechać pociągiem.;NO;;HR_0501_1000 conversation
865;w końcu;na kraju;phrase;;Na kraju smo ostali doma.;W końcu zostaliśmy w domu.;NO;;HR_0501_1000 conversation
866;przede wszystkim;prije svega;phrase;;Prije svega hvala vam.;Przede wszystkim dziękuję państwu.;NO;;HR_0501_1000 conversation
867;poza tym;osim toga;phrase;;Osim toga nemam vremena.;Poza tym nie mam czasu.;NO;;HR_0501_1000 conversation
868;dlatego;zato;conjunction;;Zato sam i zvao.;Dlatego właśnie dzwoniłem.;NO;;HR_0501_1000 conjunction
869;jednak;ipak;adverb;;Ipak sam odlučio ostati.;Jednak zdecydowałem zostać.;NO;;HR_0501_1000 adverb
870;chociaż;iako;conjunction;;Iako je hladno idem plivati.;Chociaż jest zimno idę pływać.;NO;;HR_0501_1000 conjunction
871;podczas gdy;dok;conjunction;znaczy też dopóki;Dok si ti spavao ja sam radio.;Podczas gdy ty spałeś ja pracowałem.;NO;;HR_0501_1000 conjunction
872;dopóki;dok;conjunction;+ ne;Čekaj dok ne dođem.;Czekaj dopóki nie przyjdę.;NO;;HR_0501_1000 conjunction time
873;żeby;da;conjunction;da + prezent;Došao sam da ti pomognem.;Przyszedłem żeby ci pomóc.;NO;;HR_0501_1000 conjunction
874;jak gdyby;kao da;conjunction;;Ponaša se kao da ništa nije bilo.;Zachowuje się jak gdyby nic nie było.;NO;;HR_0501_1000 conjunction
875;czy (pytanie zależne);li;particle;po czasowniku - je li;Ne znam je li došao.;Nie wiem czy przyszedł.;NO;;HR_0501_1000 questions
876;ani;ni;conjunction;ni ... ni;Ni on ni ona ne znaju.;Ani on ani ona nie wiedzą.;NO;;HR_0501_1000 conjunction
877;również;isto tako;phrase;;Isto tako mislim da je skupo.;Również myślę że jest drogo.;NO;;HR_0501_1000 conversation
878;niestety;nažalost;adverb;;Nažalost ne mogu doći.;Niestety nie mogę przyjść.;NO;;HR_0501_1000 adverb conversation
879;na szczęście;na sreću;phrase;;Na sreću nije bilo gore.;Na szczęście nie było gorzej.;NO;;HR_0501_1000 conversation
880;zresztą;uostalom;adverb;;Uostalom nije ni važno.;Zresztą to nawet nie jest ważne.;NO;;HR_0501_1000 adverb
881;po prostu;jednostavno;adverb;;Jednostavno nisam htio.;Po prostu nie chciałem.;NO;;HR_0501_1000 adverb conversation
882;naprawdę;stvarno;adverb;też: zaista;Stvarno mi je žao.;Naprawdę mi przykro.;NO;;HR_0501_1000 adverb conversation
883;chyba;čini mi se;phrase;;Čini mi se da je zatvoreno.;Chyba jest zamknięte.;NO;;HR_0501_1000 opinions
884;pewnie (przypuszczenie);vjerojatno;adverb;;Vjerojatno je već otišao.;Pewnie już wyszedł.;NO;;HR_0501_1000 adverb opinions
885;raczej;radije;adverb;;Radije bih ostao doma.;Raczej wolałbym zostać w domu.;NO;;HR_0501_1000 adverb opinions
886;wolałbym;radije bih;phrase;kondicjonał;Radije bih pješice.;Wolałbym pieszo.;NO;;HR_0501_1000 opinions
887;woleć;više voljeti;phrase;volim više;Više volim čaj od kave.;Wolę herbatę od kawy.;NO;;HR_0501_1000 opinions food
888;wystarczy;dosta je;phrase;dosta + gen.;Dosta mi je za danas.;Wystarczy mi na dzisiaj.;NO;;HR_0501_1000 conversation
889;zbyt mało;previše malo;phrase;częściej: premalo;Imamo premalo vremena.;Mamy zbyt mało czasu.;NO;;HR_0501_1000 time
